,n_trees,accuracy,precision,recall,f1,coverage_ratio,mean_distance
79,80.0,1.0,1.0,1.0,1.0,0.0,
80,81.0,1.0,1.0,1.0,1.0,0.0,
81,82.0,1.0,1.0,1.0,1.0,0.0,
82,83.0,1.0,1.0,1.0,1.0,0.0,
83,84.0,1.0,1.0,1.0,1.0,0.0,
84,85.0,1.0,1.0,1.0,1.0,0.0,
85,86.0,1.0,1.0,1.0,1.0,0.0,
86,87.0,1.0,1.0,1.0,1.0,0.0,
87,88.0,1.0,1.0,1.0,1.0,0.0,
88,89.0,1.0,1.0,1.0,1.0,0.0,
89,90.0,1.0,1.0,1.0,1.0,0.0,
90,91.0,1.0,1.0,1.0,1.0,0.0,
91,92.0,1.0,1.0,1.0,1.0,0.0,
92,93.0,1.0,1.0,1.0,1.0,0.0,
93,94.0,1.0,1.0,1.0,1.0,0.0,
94,95.0,1.0,1.0,1.0,1.0,0.0,
95,96.0,1.0,1.0,1.0,1.0,0.0,
96,97.0,1.0,1.0,1.0,1.0,0.0,
97,98.0,1.0,1.0,1.0,1.0,0.0,
98,99.0,1.0,1.0,1.0,1.0,0.0,
